,id,message,screen_name
165,1262803276505976833,"RT @AndreiaSadi: No blog no @g1: Aras quer ouvir Bolsonaro sobre troca na segurança e avalia nova oitiva de Moro. A revelação, feita pelo J…",gustavo_ggf
166,1262803276497551361,"RT @LasckoKim: Minha filha pegou covid no trabalho (Bancária), e meu genro pegou dela, tomaram AZT+HCQ+Zinco logo no inicio dos sintomas, c…",FilipeS12453093
167,1262803276048850945,@jornaldarecord Quem fala em cloroquina deve ser preso.  É um antiviral como centenas de outros. Mas como houve interesse de Trump que pediu ajuda ao “amigo” Bolsonaro.... @LulaOficial  @psol50 @PSDBoficial @RodrigoMaia,cionthu
168,1262803275818176515,RT @UOLNoticias: Pedido de cassação de Flávio Bolsonaro está há três meses parado no Senado https://t.co/3ks8G5pZE0,Kaiowa13
169,1262803275235164160,RT @gazeta_brasil: Pesquisa da Coreia do Sul mostrou que pessoas com resultado positivo para o coronavírus semanas após a recuperação não s…,KellyEsperanca
170,1262803275222523905,"Brasil é o terceiro país no mundo com maior número de confirmados de covid-19. Estatística que amarga nos corpos periféricos, negros e pobres. Enquanto isso, seguimos sem Ministro da Saúde e com um Presidente genocida que só quer saber de remédio sem eficácia comprovada.",taliriapetrone
171,1262803275100966919,"RT @Jrcurio38: Puta q pariu, puta q pariu e  puta que pariu de novo.
Que palhaçada é essa ? Os caras estão inventando casos do vírus chinês…",vianadepinho
172,1262803275004489729,"RT @flaviogordon: Entenderam? A culpa é do Bolsonaro. E se vocês não concordarem, vocês são contra o “bem comum”. https://t.co/E8zGvS80du",doskavasco
173,1262803274836606977,A ponto de muitos trocarem pelo vírus e contra a vida https://t.co/xFPhxDERYQ,joaoa78
174,1262803274811523074,ODIOOOOO dessa opinião burra da minha mãe de achar que esse idiota desse bolsonaro é uma pessoa boa,Debsavelino_
175,1262803274769580032,"RT @CarlosBolsonaro: A segunda onda, alertada pelo Presidente e causada por alguns governadores, vem destruindo o RJ  e o Brasil! Via @lean…",BesTwiters
176,1262803274597629954,"RT @YuriMarcal: Witzel não quer que o povo morra de covid 
já de bala...

#procurasejoaopedro",shophiess
177,1262803274421489666,"RT @CarlaZambelli38: Golaço!

Governo do Presidente @jairbolsonaro investe mais de R$ 1,4 BILHÃO para alimentação de alunos de baixa renda.…",MarcoEduardoda3
178,1262803274404634625,RT @pmlcamargo: Nem parece o ex-presidente que tornou o Brasil o terceiro maior em população carcerária do mundo por meio da Lei de Drogas.…,_SabrinaCr
179,1262803274358575109,RT @pmlcamargo: Nem parece o ex-presidente que tornou o Brasil o terceiro maior em população carcerária do mundo por meio da Lei de Drogas.…,berdine95
180,1262803274283077632,"RT @folha: EXCLUSIVO FOLHA
Flávio Bolsonaro repassou R$ 500 mil do fundo público partidário a advogado investigado no caso Queiroz.
Victor…",Davitur
181,1262803274132004865,"RT @felipeneto: O caso João Pedro não é ""menino morre"". João Pedro foi ASSASSINADO pelo Estado, executado dentro de casa e em seguida teve…",aspirantwerther
182,1262803274060759040,"@candidowp @MiltonBarbosaT @MauMeirelles A Copa foi ótima para o Brasil, gerou turismo, consumo e arrecadação. 
Pasadena não foi decisão do governo, e sim da Petrobras, que tem conselheiros, diretores, equipe técnica etc.
Você parece bolsominion, bastante desinformado sobre política.",EdgleyGreat
183,1262803273741991946,"Nada como a AUTENTICIDADE de um discurso: CARLOS VEREZA
Carlos Vereza explica rompimento com Bolsonaro https://t.co/bKCawSGLFG via @YouTube",Regina_Silva756
184,1262803273729429506,"RT @felipeneto: O caso João Pedro não é ""menino morre"". João Pedro foi ASSASSINADO pelo Estado, executado dentro de casa e em seguida teve…",manuxxxxxca
185,1262803273393868807,RT @Vinisouza04_: É virus https://t.co/1YGFZZ9Ggc,_manuelagomesss
186,1262803273389613056,"@o_antagonista Se vocês pegarem o Corona vírus vão usar que medicação?
Duvido que não vão tomar a cloroquina.

imprensa suja!",Waniaes
187,1262803273247076352,RT @mc_caroloficial: A mulher que daria um jeito no bolsonaro https://t.co/CrDKktXPPD,dudaaa2106
188,1262803273205133312,"RT @Tonkiel: “A esquerda não entendeu, a esquerda é burra”, claro, inteligente é você que achava que o Paulo Guedes e o Moro iam domar o Bo…",matqp14
189,1262803272953483266,RT @mc_caroloficial: A mulher que daria um jeito no bolsonaro https://t.co/CrDKktXPPD,juu_oliveira98
190,1262803272953483264,@leandroruschel governo estadual sem moral nenhuma,1DJ1970
191,1262803272512999426,RT @Jambock67: Ontem o Desgovernador Botox ameaçou o Gov Federal dizendo que o Estado de SP vai se levantar contra o PR Bolsonaro se não re…,jjgonzaga
192,1262803272324317186,"RT @CarlaZambelli38: A luta do Governo Federal contra a Covid-19 não para. 

Já são 100.459 brasileiros curados da doença e 136.969 em trat…",CelestCamila
193,1262803272307539968,"@SIGMUC Em todo país, mais de 30 Guardas Municipais já faleceram vítimas da COVID-19. Estes pais/mães de família, não podem ficar em casa, e estão atuando nas ações de combate a Pandemia, sob risco maior de contaminação.É justa a reivindicação.",resobreiro
194,1262803272244568066,"RT @felipeneto: O caso João Pedro não é ""menino morre"". João Pedro foi ASSASSINADO pelo Estado, executado dentro de casa e em seguida teve…",owarleyalves
195,1262803271611228163,"sdds das aulas de política sociologia e economia...

humor: burra 🤧",greedyforHP
196,1262803271342870535,"RT @LeandroLeite028: Tudo indica que o #BolsonaroGenocida vai colocar no governo o deputado Thomas Jefferson, ops, o ator Mário Frias no lu…",Tterann
197,1262803271082749952,"RT @RogerioCorreia_: O que falta para o impeachment e o fim do governo Bolsonaro? 

Flávio Bolsonaro repassou R$ 500 mil do fundo público p…",saritabelo
198,1262803271028277249,RT @dabandanacrf: Caralho mano o Lula tem que ser muito cara de pau pra insinuar que o Estado não está mais presente nas favelas pra oferec…,1ReallyFlash
199,1262804373421293570,"RT @AnaPaulaVolei: @OdairMo86479393 Sim. Mas faça como eu, eu vejo a notícia e vou nos arquivos abertos do governo. Tudo até aqui sobre o O…",TeresadeSouza2
200,1262804373278789632,"RT @danielPMERJ: Se a eleição fosse hoje...
Não Teríamos Dória;
Não teríamos Witzel;
Não teríamos Joice;
Não teríamos Janaína;
E sem dúvida…",gilbertocs1969
201,1262804372578328580,"RT @lucam_1908: O presidente que enquanto presidente não ganhamos sequer um titulo, q tira foto e dá presentes para um governante que vai c…",camlfc13
202,1262804372385341440,"RT @FelipeDOPT: Pazuello nomeia nove militares do Exército para atuar no Ministério da Saúde.

Uma cambada de milicos q não entendem porra…",Babiborboleta13
203,1262804372213334017,"RT @pablovillaca: Ele teve um ataque cardíaco, @G1? Foi a Covid-19 que atirou no menino e depois sumiu com seu corpo por horas? Ele teve al…",victorjoaosb
204,1262804372205043714,RT @cahemota: O Flamengo tem se aproximado do governo federal e o apoio do presidente Jair Bolsonaro dá força ao clube na volta aos treinam…,SigoFlamengo
205,1262804371911426053,"RT @soosaturn: (Chanbaek!au🥀) Baekhyun era um vampiro, e estava completamente apaixonado pelo presidente do clube de culinária, Chanyeol. P…",byxnje
206,1262804371504594946,RT @GuilhermeBoulos: O corpo do garoto João Pedro foi localizado agora no IML após ser morto pela PM do Rio. Mais uma vítima da política de…,ro_driguinho1
207,1262804371223568384,RT @raissachaddad: quando eu tomar a vacina da covid https://t.co/Ilvx3Z6z7l,Crfrafa22
208,1262804371026448384,"RT @allantercalivre: Vamos ouvir expoentes da política e da economia para entender o que está acontecendo, dizem os jornalistas. Aí você pe…",ferebello
209,1262804370904748033,"RT @YolandaBunny: Ainnnnnn 
Rosemere Fátima de Moraes achando que está falando com Vicente Mateus presidente do ""Curintia""!
😂😂😂😂😂😂😂😂
#Brega…",DeAccioli
210,1262804370732781573,"RT @thescorpiao: Brasil indo receber a vacina contra covid-19: 
https://t.co/pEZDd1EHZC",c4mph4lfblood
211,1262804370728632324,"@gazetadopovo Capacho de gestor! Vá passar o chapéu na China. Não, peraí. Para os chineses você vende o país, não pede nada. Pede para o governo federal. Bando de hipócritas.",carol_a_priori
212,1262804370325999616,"RT @felipeneto: O caso João Pedro não é ""menino morre"". João Pedro foi ASSASSINADO pelo Estado, executado dentro de casa e em seguida teve…",lucasscalixtoo
213,1262804370258829315,"RT @felipeneto: O caso João Pedro não é ""menino morre"". João Pedro foi ASSASSINADO pelo Estado, executado dentro de casa e em seguida teve…",ghlende
214,1262804370212769798,"Supondo que um país emergente fosse capaz de impedir todo tipo de espionagem de estrangeiros, vcs acham que a imprensa internacional ia falar que é um país avançado em segurança ou que é uma ditadura que só permite ser dito o que o governo quer?",andrefiremaster
215,1262804369977872385,"RT @jardim_suzane: A perversidade do governo atual me assusta por ser o que é e porque tende a fazer toda perversidade anterior parecer ""su…",sertanejahitech
216,1262804369969483779,RT @renatoonofre: Flávio Bolsonaro repassou R$ 500 mil do fundo público partidário a advogado investigado no caso Queiroz com @ranierbragon…,tommyberesford
217,1262804369289904128,"RT @felipeneto: O caso João Pedro não é ""menino morre"". João Pedro foi ASSASSINADO pelo Estado, executado dentro de casa e em seguida teve…",kay_lais6
218,1262804369080307717,RT @EvertonSodario: Estou preocupado com vidas e não com números. Convido o Governador @jdoriajr para utilizar a Cloroquina no tratamento d…,MarciaSmania
219,1262804368564371456,"RT @RafaelFontana: A PM Stasi de AuschWitzel partiu para cima da população com bombas e tiros, ferindo manifestantes e prendendo aqueles qu…",ivanilsonpmota
220,1262804368505651203,"RT @GebrimGoias: A mídia quer tirar Bolsonaro do poder de qualquer forma, estão convulsionando sucessivamente, crises de abstinência de din…",tecendoartes
221,1262804368044294146,"RT @CamargosTelma: Esse homem, nosso Presidente @jairbolsonaro é a nossa esperança de mudança. Nossa luta está sendo árdua, cansativa e às…",nadilaconss
222,1262804368040046599,"RT @um_milhao: @felipeneto preto favelado
em isolamento social
foge do vírus
mas não escapa do policial

quarentena
no leblon
netflix debai…",yatonism
223,1262804367842959362,"Corona será que por obséquio vooc poderia ir embora? Eu preciso comprar livros, preciso ir nas livrarias apenas pra ficar lá rodando,adicionando livros na lista,e sair sem comprar nada,por favor meu lado bookstan precisa disso",MrsLuthor_Rk
224,1262804367666708482,"RT @LulaOficial: A desumanidade chegou a tal ponto que o Bolsonaro vetou o pagamento do auxílio emergencial para os catadores, uma das cate…",AzedoRoci
225,1262804367067041796,RT @AnaPaulaVolei: “Unicef ​​alerta que lockdown pode matar mais do que o Covid19. ‘Lockdowns indiscriminados’ são uma maneira ineficaz de…,mpurga
226,1262804366874083328,@joaovvjm Corona vírus,Gabriel_rocha05
227,1262804366618234880,Quando a Maria Alice crescer ela vai compreender a ação humanitária do pai dela durante a pandemia de COVID-19. Dar um foda-se pra vida dos filhos dos outros em troca de um depósito de criança para liberar os funcionários para a indústria e comércio.,AnaLuciaFroesD3
228,1262804366249033728,RT @ComeAt_MeBrou: A única coisa que Cascavel tem a mais que Toledo é casos de COVID,aaa_blehh
229,1262804366236532736,RT @mc_caroloficial: A mulher que daria um jeito no bolsonaro https://t.co/CrDKktXPPD,_fcknnrafa_
230,1262804366160994306,RT @raissachaddad: quando eu tomar a vacina da covid https://t.co/Ilvx3Z6z7l,TrindadeJamylle
231,1262804366051938305,"RT @TorresFagner: Se João Pedro fosse branco e rico, até Plantão da Globo teria pra localizá-lo. O governador estaria na TV empenhado em pu…",felipebdas
232,1262804365947154441,"RT @danielPMERJ: Se a eleição fosse hoje...
Não Teríamos Dória;
Não teríamos Witzel;
Não teríamos Joice;
Não teríamos Janaína;
E sem dúvida…",JesusReidosRei7
233,1262804365603209221,Consenso de entidades médicas não recomenda hidroxicloroquina contra Covid-19 https://t.co/7Jghjp21Eq,TCricare
234,1262804365569638400,"RT @matheusdantasfr: O Dr. Márcio Tannure compartilhou fotos do encontro com o presidente Jair Bolsonaro e o filho Flávio Bolsonaro, em Bra…",ImperialUrubu81
235,1262804365406089216,RT @carloscezarcjr: Estamos diante da maior fraude política da história?,vaniaabreusodre
236,1262804365104078856,"racistas, afinal tambem ouvimos ariana grande! voces so xingam porque sao preconceituosos. o mundo esta perdido de gente chata e vc escolhe chamar o selefobicos de chato. chato é voce que vem com frases de cunho machista xingando o selefobicos de mulherzinha! o bolsonaro vai cair",revivrare
237,1262804365078863877,RT @robsonhcosta: Flávio Bolsonaro repassou R$ 500 mil de fundo partidário para advogado citado por Paulo Marinho | Revista Fórum https://t…,DENIZES36433345
238,1262804364957229056,"RT @JornalBSM: Bolsonaro sanciona lei que cria linha de crédito para micro e pequenas empresad.

O valor dos empréstimos será de até 30% da…",LGLourencetti
239,1262804364332273664,@SocorroMulher_ vou toda preparada contra o vírus,sintiacoms_
240,1262804364005163010,"RT @CaioBellandi: O Flamengo é o clube símbolo do regime Bolsonaro. 

Os dirigentes do Flamengo LAMBEM AS BOLAS do neofascista, que se apro…",salomao_bryan
241,1262804363531243527,"RT @catracalivre: Felipe Neto no #RodaViva: Youtuber afirmou que apoiou o impeachment de Dilma Rousseff por falta de estudo e leitura, e qu…",kastelhiamary
242,1262804363388563456,"@Eduardo__38 Sim sim e Sim! A campanha em favor do Presidente nunca acabou
Ela começou em 2018 e só termina em 2022 quando ele for Reeleito",EuCriskaB_38
243,1262804363120128000,"RT @DjCocaoArara: Queria vê um dia o Twitter todo feliz com a chega da cura do corona vírus ao Brasil, twitter ultimamente tá muito pesado 😞",_aanathalia
244,1262804363053072384,"RT @Biakicis: @GFiuza_Oficial desmascara mais uma vez as falácias e mentiras de @jdoriajr sobre confinamento, covid-19 e muito mais. https:…",PaulinoUK
245,1262804362922913792,"RT @RafaelFontana: A PM Stasi de AuschWitzel partiu para cima da população com bombas e tiros, ferindo manifestantes e prendendo aqueles qu…",DanyGadita
246,1262804362889506816,"@RafaelFontana @PMERJ ESSES POLICIAIS SÃO BANDIDOS, temos que ir para as ruas armados, quem puder ir fazer PASSEATA VÁ ARMADO PQ ESTAMOS COMBATENDO O COMUNISMO E SÓ O PRESIDENTE FALA A LÍNGUA DA POPULAÇÃO!",felipe1982_olv
247,1262804362822389760,"RT @Emanoel1953: ""Contrariando Moro, MPF não vê crime em fala de Lula que associa Bolsonaro a milicianos.""

Tipo assim... 

O estadista Lul…",zkfreitas
248,1262804362365227008,"@SenadorKajuru Se fosse pra colocar da corrupção o Haddad seria presidente. 
Pergunta 
Militar não tem estudo ?",olivei01
249,1262804362142855169,"RT @felipeneto: O caso João Pedro não é ""menino morre"". João Pedro foi ASSASSINADO pelo Estado, executado dentro de casa e em seguida teve…",Aleatorio102
250,1262804361983467521,RT @tatikmd: tudo é político. todos somos políticos. a decisão de comentar algo publicamente é política. sua escolha de palavras é política…,joaobsmg
251,1262804361903775744,@simpraisa VOU TE FALAR EM A PRIMEIRA IMAGEM SÓ A FOTO DO PRESIDA DO FLAMENGO VIU COMO É IMPORTANTE UMA IMAGEM CORRETA TODOS ESTÃO ERRADO NÃO DA PARA VOLTAR SEM A SAÚDE ALTORIZAR NÃO O PRESIDENTE RETARDADO A SAÚDE MAIS VALEU RAISSA,BlackCharmingSR
252,1262804361807310853,"RT @delucca: Se existisse contra o Lula um décimo das denúncias que existem contra a família Bolsonaro, o STF já teria retomado a pena de m…",klaudioRn
253,1262804361736007681,"RT @Estadao: EDITORIAL: Atuação do presidente tem provocado péssimo efeito na economia, assustando investidores e convertendo o Brasil em z…",Roxy_queen
254,1262804360884617218,"RT @leomadureira: Glória Maria falando sobre Bolsonaro no ""Conversa com o Bial"". Meus aplausos!!! https://t.co/OK4rze08Zh",Selma90961813
255,1262804360733622274,RT @roxana_moura: É para enlouquecer. Muita sacanagem com o povo e com o PR. O Covas decretou feriado em São Paulo.  Pq estamos “perdendo a…,Vnia60277936
256,1262804360649674753,"Queria só ver se fosse o Mauricio Galliote se reunindo com o Bolnosauro, como é o presidente do Mengão... vamos ver se vão falar alguma coisa https://t.co/ftK3asV0jW",rodolforoque
257,1262804360607784970,"RT @RafaelFontana: A PM Stasi de AuschWitzel partiu para cima da população com bombas e tiros, ferindo manifestantes e prendendo aqueles qu…",CristianoAASS
258,1262804360381284354,Mais claro que isso impossível né @allantercalivre @Clauwild1 O globalismo escancarado pelo vírus chinês. https://t.co/Rd3unXv5HP,RobertoLuiz7
259,1262804360326713344,"Preparando meu exército contra as vespas assassinas.

#LouvaDeus #OlharPeculiar em Presidente Prudente, São Paulo https://t.co/TA4SrZM6nI",lyrislc
260,1262804360251281413,"RT @MarcosQuezado1: O juiz da da 8ª Vara Federal Cível do Distrito Federal, Francisco Alexandre Ribeiro, negou na noite desta segunda-feira…",janeneves10
261,1262804360184188928,RT @carmelonetobr: O Antagonista escreve que “o remédio do Bolsonaro pode matar ainda mais” e Mandetta declara que “pode provocar mortes em…,eliasaffonso2
262,1262804359928328192,RT @UOLNoticias: Corte Interamericana acata denúncia contra governo Bolsonaro por insulto a vítimas da ditadura https://t.co/4QcLQowGP9,jojoletthy
263,1262804359609450500,"RT @jpgadelhaof: Força, Bolsonaro! Que nenhum obstáculo atrapalhe o seu caminho até o abismo.",LeandroViana79
264,1262804359555026944,"RT @felipeneto: O caso João Pedro não é ""menino morre"". João Pedro foi ASSASSINADO pelo Estado, executado dentro de casa e em seguida teve…",iamelifernanda
265,1262804359366115331,"RT @FMouraBrasil: RESUMO: Victor Granado Alves (que foi receber vazamento da PF, segundo Paulo Marinho) é suspeito em 2 rachadinhas: nos ga…",LourivalCorrea1
266,1262804359349493761,"RT @lucaswebero: Isso a Globo não mostra! #cloroquinasalva

Acabei de sair do hospital Unimed, onde o meu primo Sr Valter Branco, de 54 ano…",gavrielcrvg
267,1262804359303385089,@BandJornalismo Família genocídio Armênio Bolsonaro sua campanha ódio da intolerância discórdia,franciscop442
268,1262804359139733505,RT @cahemota: O Flamengo tem se aproximado do governo federal e o apoio do presidente Jair Bolsonaro dá força ao clube na volta aos treinam…,yanlucascrf_
269,1262804359039070208,RT @neliojr30: Saudades quando corona é apenas uma cerveja,Ve_Herculano
270,1262804358938451968,"RT @cahemota: Rodolfo Landim e o chefe do departamento médio, Márcio Tanure, de reuniram nesta terça-feira com o presidente Jair Bolsonaro,…",M_Nascimento97
271,1262804358896459781,RT @carmelonetobr: O Antagonista escreve que “o remédio do Bolsonaro pode matar ainda mais” e Mandetta declara que “pode provocar mortes em…,AlinePr17
272,1262804358787411972,"Cara, eu só não odeio o Landim mais do que eu odeio o Bolsonaro. Puta que pariu. https://t.co/3MYRAf0ooQ",putzday_
273,1262804358644805632,RT @mc_caroloficial: A mulher que daria um jeito no bolsonaro https://t.co/CrDKktXPPD,Gabypedro03
274,1262804358628073473,RT @raissachaddad: quando eu tomar a vacina da covid https://t.co/Ilvx3Z6z7l,eaerios
275,1262804358510624773,"RT @HaddadDebochado: 🚨ATENÇÃO: PT, PSOL e Rede entraram com ação no Conselho de Ética pedindo a cassação do senador Flávio Bolsonaro.",MarceleS_97
276,1262804358485495814,"RT @felipeneto: O caso João Pedro não é ""menino morre"". João Pedro foi ASSASSINADO pelo Estado, executado dentro de casa e em seguida teve…",PaciulloW
277,1262804358435164160,RT @mc_caroloficial: A mulher que daria um jeito no bolsonaro https://t.co/CrDKktXPPD,insideou7
278,1262804358326112264,Corona eu n te aguento mais pcr,thallesnery99
279,1262804358300938241,O corona vai acabar a semana de barriguinha cheia,ze_fg_honrado
280,1262804358300925953,"RT @juleno_14: Flamengo é o Bolsonaro do futebol e o Bolsonaro é o Flamengo da política, se merecem",DontTreadOnPipo
281,1262804358170914817,"RT @AlanLopesRio: O DITADOR FICOU LOUCO: Witzel se diz perseguido e promete PARTIR PARA CIMA DE BOLSONARO E BRETAS.
O governador afirmou qu…",crisalvesp11
282,1262804358040899585,RT @LeozinAstro: Eu indo tomar a vacina em outro país pq o presidente fez merda,Camiifzz
283,1262804358028316673,HAHAHH fodase o covid ahahhahaha eu nao vou morrer mesmo 😎😎😎bora no churras com os parça pra beber😜😜😜😜😜voa mlk🤟🤟🤟😎😎 https://t.co/NzLm1zio7s,elsa57802346
284,1262804357994762240,RT @kakobelmont: Uma criança negra e pobre foi morta numa ação policial. E os liberecos e socialdem que se unem pra falar que são contra di…,Tollstoi
285,1262804357990567937,"RT @pablovillaca: Ele teve um ataque cardíaco, @G1? Foi a Covid-19 que atirou no menino e depois sumiu com seu corpo por horas? Ele teve al…",ariadnesabrinac
286,1262804357956939776,@folha Polícia criminosa! Governo criminoso!,DorivanMaria
287,1262804357764038656,RT @maseusuperei: vírus fdp presidente fdp,itsjapajv
288,1262804357667528704,"O QUE A CLASSE POLITICA ESTA FAZENDO PARA AJUDAR O BRASIL??  MINISTROS DO STF???
=O PAÍS ESTA PASSANDO POR UMA DIFICULDADE
SEM PRECEDENTE.
=O SACRIFÍCIO É PARA QUEM? SÓ PARA POPULAÇÃO??
=DA ONDE VEM O DINHEIRO PARA PAGAR ESSES SALÁRIOS E ESSAS ENORMES BENESSES??",HENRIQU84142481
289,1262804357612961793,"RT @LorenzonItalo: Você de esquerda e da “direita anti-Bolsonaro”, seja coerente e não vá votar esse ano. Proteja-se do Coronavirus. #FicaE…",JeovaFCJunior
290,1262804357524983809,RT @profcabarros: As pessoas foram às unidades de saúde com sintomas de Covid-19. Saíram com receita de analgésico e antitérmico. A elas fo…,BagualKid
291,1262804357084598274,"RT @saude_pt: O Secretário de Estado da Saúde afirmou hoje que há 6.430 casos de doentes recuperados de Covid-19, mais 1.794 casos que domi…",nelantonio11
292,1262804356778377216,"RT @oiIuiz: ""ain biroliro genocida""

Diz aí, como ele matou gente?

Indo à padaria? Falando em preservar empregos?

O STF reduziu o papel d…",XimenesGeorge
293,1262804356673536002,RT @MonicaSeixas: Foi golpe. Bolsonaro é fascista. Doria é um oportunista. A ciência está certa. Quarentena é necessária. Cloroquina não fu…,mechamadenego
294,1262804356635787266,A chapa do Flávio Bolsonaro foi beneficiada ..por isto deve ser cassado o Flávio M Bolsonaro e os Suplentes ..isto se o TSE fosse sério,BLOGdoPEPE
295,1262804356220493830,Qria tanto casar com o Rafa 🥺 corona eu te odeio,anamatiasam
296,1262804356065382402,"RT @CarlaZambelli38: A luta do Governo Federal contra a Covid-19 não para. 

Já são 100.459 brasileiros curados da doença e 136.969 em trat…",deniseroitman
297,1262804355234902017,"RT @luciano_hang: Mandetta volta atrás, três dias depois, e diz que Pará já passou pelo pico da covid-19 - Portal Roma News https://t.co/9K…",cicatriz06
298,1262804355000020993,"RT @AnaPaulaVolei: O #ObamaGate está pegando fogo! Implodiram o parquinho.
🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
Mas, claro, a maior parte da mídia no Brasil vai fing…",renascido991
299,1262804354286923776,@paulocruzphi O certo não é acaba com a demonização da política e promover o espaço para debate a todos?,tereza_raquels
300,1262804354085654534,RT @raissachaddad: quando eu tomar a vacina da covid https://t.co/Ilvx3Z6z7l,Evysilvaa18
301,1262804353959825410,RT @raissachaddad: quando eu tomar a vacina da covid https://t.co/Ilvx3Z6z7l,vicondack
302,1262804353372602374,"RT @raffa_silva00: E isto é motivo de gozo? É grande homem e super humilde, nunca vi nenhum presidente tão ligado ao povo como este!!",bbiia06
303,1262804353259319296,"RT @RiodeNojeira: Corona, tem que levar os corruptos.

😢 Infelizmente faleceu hoje o ex Vereador Jorginho da SOS após contrair Coronavírus.…",marcf1000
304,1262804352651210753,"RT @samuelgomes: João Pedro estava DENTRO DE CASA BRINCANDO efoi assassinado pelo estado. O presidente de vocês, prefere falar sobre o Mári…",rariialc7
305,1262804352647024641,RT @mc_caroloficial: A mulher que daria um jeito no bolsonaro https://t.co/CrDKktXPPD,muitoquerida__
306,1262804352454078464,"RT @felipeneto: O caso João Pedro não é ""menino morre"". João Pedro foi ASSASSINADO pelo Estado, executado dentro de casa e em seguida teve…",gubalinho
307,1262804352139493377,RT @hanakhalil: witzel não é defensor da vida só pq ele entende a pandemia. não se enganem! por dentro ainda é um genocida. esse governo ai…,thaynafarias09
308,1262804352126922754,RT @alfontenelle: Para quem acha que Felipe Neto ainda é um menino (tem 32 anos). A análise sobre a comunicação do governo e da oposição fo…,MilaStorino
309,1262804352059703297,estou vivendo ou apenas esperando o governo inconsistente do meu país desmoronar?,parakuisso
310,1262804351917207552,"RT @luciano_hang: Mandetta volta atrás, três dias depois, e diz que Pará já passou pelo pico da covid-19 - Portal Roma News https://t.co/9K…",Eliana41249542
311,1262804351841681408,"até o Temer disse que o golpe foi golpe. não houve ruptura democrática, mas desde então esse país não teve um minuto de paz e como resultado temos Bolsonaro. a meu ver foi golpe.",eucrisrreis
312,1262804351745167361,"RT @alamoju: @LulaOficial esse oportunismo chega a ser sádico. se aproveitar da morte de um jovem negro, de um corpo que o estado negligenc…",Thalescostad2
313,1262804351535517702,"RT @leobolsoneas: Prefiro acreditar em um Presidente que quer me ver trabalhando, tomando os devidos cuidados, do que em um Governador e Pr…",cassio1964
314,1262804351095111682,Ai que falta faz um colírio pra desver o bolsonaro com o manto do Flamengo viu,Fazuosileicnarf
315,1262804350986063880,Covid 762 fazendo mais um bom trabalho 👏🏼👏🏼 https://t.co/b1SiZ4KwOF,Informacoes_RJ
316,1262804350801457152,"Aula de covid na criança...
Pergunta do aluno: profa essas 67% de crianças internadas eram sintomáticas ?

Não sua anta! Internaram as crianças sem sintomas

Não aguento mais",ViniiSOS
317,1262804350763773953,RT @carloscezarcjr: Estamos diante da maior fraude política da história?,marcosBR004
318,1262804350726017026,RT @Bolsoneas: O maior 'problema' de Jair Bolsonaro é soltar o VERBO e não a VERBA!,metacapitalista
319,1262804350235262976,"RT @KakaReisdavila: Moro, Valeixo e Ramagem não sabiam que Ronnie Lessa, vizinho de Bolsonaro, era o maior traficante de armas do Rio? http…",profa_analucia
320,1262804350143008768,RT @o_antagonista: Jurista Wálter Maierovitch cobra Congresso sobre impeachment de @jairbolsonaro. https://t.co/Zbi2OnfQCt,RAFAELMARQUEST4
321,1262804349920653315,"RT @carmelonetobr: O STF deu superpoderes a governadores e prefeitos para enfraquecer Bolsonaro, mas o tiro saiu pela culatra. Enquanto os…",Alv_Brasil
322,1262804349920653314,"RT @RafaelFontana: A PM Stasi de AuschWitzel partiu para cima da população com bombas e tiros, ferindo manifestantes e prendendo aqueles qu…",APataias
323,1262804349857734656,"RT @moonforyoongi: -mais de 200K de casos de covid-19 no brasil
-caso da bel #SalveBelParaMeninas 
-caso do joão pedro #procurasejoaopedro…",BAHNEAAAA
324,1262804349664845828,"RT @TsunaXVongolaX: Minha filha pegou covid no trabalho (Bancária), e meu genro pegou dela, tomaram AZT+HCQ+Zinco logo no inicio dos sintom…",velocistHA
325,1262804349404827649,RT @raissachaddad: quando eu tomar a vacina da covid https://t.co/Ilvx3Z6z7l,MariaKaefer4
326,1262804349316726785,Estudante do IFMA desenvolve cartilha com orientações contra a COVID-19 https://t.co/TYCZ66yBRV @IFMAead @IFMA_Oficial #coronavirus #covid19,Jornalismo106
327,1262804349169864704,"RT @CarlosBolsonaro: A segunda onda, alertada pelo Presidente e causada por alguns governadores, vem destruindo o RJ  e o Brasil! Via @lean…",VasconcelosDVF
328,1262804349018914817,RT @Vinisouza04_: É virus https://t.co/1YGFZZ9Ggc,baggio9_
329,1262804348876267520,RT @Gabriel6828: @UOLNoticias Procurou e achou o vírus da gripezinha....,gripezinha_
330,1262804348700106753,"RT @wadih_damous: Será que um dia Miriam Leitão, Merval Pereira, Vera Magalhães e outros e outras terão a dignidade de Felipe Neto e admiti…",LuhKonfuzah
331,1262804348633038848,RT @djlaryhill: A população negra e periférica já é maioria entre as mortes de Covid-19 aqui no Rio de Janeiro. Hoje um jovem negro e favel…,kess_rodri
332,1262804348461027336,"Justo nesse ano que eu ia quebrar o péssimo estigma que eu criei depois dos meus primeiros jogos no iodonto 2018, veio o corona e fudeu com tudo! https://t.co/1m6HFKbG8O",Caio_Camargoc
